danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,genres,genre
0.469,0.973,0,-2.691,0,0.162,3.19e-05,6.22e-05,0.0957,0.108,135.04,audio_features,0O8PcPC4QhE4HkA7b449g5,spotify:track:0O8PcPC4QhE4HkA7b449g5,https://api.spotify.com/v1/tracks/0O8PcPC4QhE4HkA7b449g5,https://api.spotify.com/v1/audio-analysis/0O8PcPC4QhE4HkA7b449g5,240800,4,Savior,"['german metalcore', 'german post-hardcore', 'metalcore', 'melodic metalcore']",german metalcore
0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,audio_features,3ZOEytgrvLwQaqXreDs2Jx,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,https://api.spotify.com/v1/tracks/3ZOEytgrvLwQaqXreDs2Jx,https://api.spotify.com/v1/audio-analysis/3ZOEytgrvLwQaqXreDs2Jx,269000,4,Can't Stop,"['funk metal', 'rock', 'alternative rock', 'permanent wave', 'post-grunge', 'funk rock']",funk metal
0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,audio_features,37ZJ0p5Jm13JPevGcx4SkF,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/audio-analysis/37ZJ0p5Jm13JPevGcx4SkF,249293,4,Livin' On A Prayer,"['rock', 'glam metal']",rock
0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,audio_features,2nLtzopw4rPReszdYBJU6h,spotify:track:2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/tracks/2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/audio-analysis/2nLtzopw4rPReszdYBJU6h,185587,4,Numb,"['alternative metal', 'post-grunge', 'rap metal', 'nu metal']",alternative metal
0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,audio_features,6wpGqhRvJGNNXwWlPmkMyO,spotify:track:6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/tracks/6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/audio-analysis/6wpGqhRvJGNNXwWlPmkMyO,277477,4,I Still Haven't Found What I'm Looking For,"['permanent wave', 'irish rock', 'rock']",permanent wave
0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,audio_features,6ADSaE87h8Y3lccZlBJdXH,spotify:track:6ADSaE87h8Y3lccZlBJdXH,https://api.spotify.com/v1/tracks/6ADSaE87h8Y3lccZlBJdXH,https://api.spotify.com/v1/audio-analysis/6ADSaE87h8Y3lccZlBJdXH,295516,4,With Or Without You - Remastered,"['permanent wave', 'irish rock', 'rock']",permanent wave
0.665,0.586,7,-8.813,1,0.029,0.0804,0.212,0.23,0.764,136.42,audio_features,3ZRWcArefd1sfpdw5icCM7,spotify:track:3ZRWcArefd1sfpdw5icCM7,https://api.spotify.com/v1/tracks/3ZRWcArefd1sfpdw5icCM7,https://api.spotify.com/v1/audio-analysis/3ZRWcArefd1sfpdw5icCM7,222200,4,Exagerado,"['rock nacional brasileiro', 'mpb', 'rock gaucho', 'nova mpb', 'brazilian rock']",rock nacional brasileiro
0.723,0.611,7,-7.006,1,0.0303,0.481,1.44e-05,0.11,0.261,111.813,audio_features,35J9vakuC3f18QTolNAQ6E,spotify:track:35J9vakuC3f18QTolNAQ6E,https://api.spotify.com/v1/tracks/35J9vakuC3f18QTolNAQ6E,https://api.spotify.com/v1/audio-analysis/35J9vakuC3f18QTolNAQ6E,175373,4,Epitáfio,"['mpb', 'rock gaucho', 'brazilian rock', 'rock nacional brasileiro']",mpb
0.408,0.973,0,-2.802,1,0.049,0.0054,0.0,0.155,0.67,126.722,audio_features,7ATfTQCF4OGSY91yKk42km,spotify:track:7ATfTQCF4OGSY91yKk42km,https://api.spotify.com/v1/tracks/7ATfTQCF4OGSY91yKk42km,https://api.spotify.com/v1/audio-analysis/7ATfTQCF4OGSY91yKk42km,198000,4,Um Minuto Para O Fim Do Mundo,"['brazilian hardcore', 'brazilian emo', 'brazilian rock']",brazilian hardcore
0.502,0.967,7,-4.14,1,0.0801,0.0122,8.22e-06,0.342,0.466,131.939,audio_features,624ra5mDiibqvFYDK4yhmo,spotify:track:624ra5mDiibqvFYDK4yhmo,https://api.spotify.com/v1/tracks/624ra5mDiibqvFYDK4yhmo,https://api.spotify.com/v1/audio-analysis/624ra5mDiibqvFYDK4yhmo,213333,4,Mulher de fases,"['rock gaucho', 'brazilian punk', 'brazilian rock', 'rock nacional brasileiro']",rock gaucho
0.673,0.921,0,-6.532,1,0.101,0.281,0.0,0.768,0.761,135.261,audio_features,2PIHTeccvbpmrSeYrlWkfx,spotify:track:2PIHTeccvbpmrSeYrlWkfx,https://api.spotify.com/v1/tracks/2PIHTeccvbpmrSeYrlWkfx,https://api.spotify.com/v1/audio-analysis/2PIHTeccvbpmrSeYrlWkfx,240799,4,Malandragem - Ao Vivo,"['mpb', 'brazilian rock', 'nova mpb']",mpb
0.454,0.91,6,-7.766,1,0.0446,0.0852,0.0988,0.116,0.63,125.116,audio_features,7o2CTH4ctstm8TNelqjb51,spotify:track:7o2CTH4ctstm8TNelqjb51,https://api.spotify.com/v1/tracks/7o2CTH4ctstm8TNelqjb51,https://api.spotify.com/v1/audio-analysis/7o2CTH4ctstm8TNelqjb51,354520,4,Sweet Child O' Mine,"['rock', 'hard rock', 'glam metal']",rock
0.431,0.848,11,-5.522,0,0.0457,0.000217,3.11e-05,0.0934,0.806,163.139,audio_features,6Sk1mETx99njkPH3MIRTn3,spotify:track:6Sk1mETx99njkPH3MIRTn3,https://api.spotify.com/v1/tracks/6Sk1mETx99njkPH3MIRTn3,https://api.spotify.com/v1/audio-analysis/6Sk1mETx99njkPH3MIRTn3,209173,4,Quando o sol se for,"['brazilian edm', 'mpb', 'rock gaucho', 'brazilian rock', 'rock alternativo brasileiro']",brazilian edm
0.355,0.918,1,-4.36,1,0.0746,0.00119,0.0,0.0971,0.24,148.114,audio_features,3n3Ppam7vgaVa1iaRUc9Lp,spotify:track:3n3Ppam7vgaVa1iaRUc9Lp,https://api.spotify.com/v1/tracks/3n3Ppam7vgaVa1iaRUc9Lp,https://api.spotify.com/v1/audio-analysis/3n3Ppam7vgaVa1iaRUc9Lp,222200,4,Mr. Brightside,"['permanent wave', 'modern rock', 'rock', 'indie rock']",permanent wave
0.57,0.93,8,-3.14,1,0.0477,0.00606,0.00381,0.102,0.925,163.751,audio_features,5HOkVB35cz5nK6ZeRj0xM6,spotify:track:5HOkVB35cz5nK6ZeRj0xM6,https://api.spotify.com/v1/tracks/5HOkVB35cz5nK6ZeRj0xM6,https://api.spotify.com/v1/audio-analysis/5HOkVB35cz5nK6ZeRj0xM6,167933,4,Proibida Pra Mim (Grazon),"['rock nacional brasileiro', 'brazilian rock', 'rock alternativo brasileiro']",rock nacional brasileiro
0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,audio_features,5VGlqQANWDKJFl0MBG3sg2,spotify:track:5VGlqQANWDKJFl0MBG3sg2,https://api.spotify.com/v1/tracks/5VGlqQANWDKJFl0MBG3sg2,https://api.spotify.com/v1/audio-analysis/5VGlqQANWDKJFl0MBG3sg2,230760,4,Use Somebody,"['rock', 'modern rock']",rock
0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,1f3yAtsJtY87CTmM8RLnxf,spotify:track:1f3yAtsJtY87CTmM8RLnxf,https://api.spotify.com/v1/tracks/1f3yAtsJtY87CTmM8RLnxf,https://api.spotify.com/v1/audio-analysis/1f3yAtsJtY87CTmM8RLnxf,301920,4,Smells Like Teen Spirit,"['rock', 'alternative rock', 'permanent wave', 'post-grunge', 'grunge']",rock
0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,audio_features,0MKGH8UMfCnq5w7nG06oM5,spotify:track:0MKGH8UMfCnq5w7nG06oM5,https://api.spotify.com/v1/tracks/0MKGH8UMfCnq5w7nG06oM5,https://api.spotify.com/v1/audio-analysis/0MKGH8UMfCnq5w7nG06oM5,218920,4,Come As You Are,"['rock', 'alternative rock', 'permanent wave', 'post-grunge', 'grunge']",rock
0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,audio_features,1f2V8U1BiWaC9aJWmpOARe,spotify:track:1f2V8U1BiWaC9aJWmpOARe,https://api.spotify.com/v1/tracks/1f2V8U1BiWaC9aJWmpOARe,https://api.spotify.com/v1/audio-analysis/1f2V8U1BiWaC9aJWmpOARe,216933,4,By the Way,"['funk metal', 'rock', 'alternative rock', 'permanent wave', 'post-grunge', 'funk rock']",funk metal
0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,audio_features,60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216880,4,In the End,"['alternative metal', 'post-grunge', 'rap metal', 'nu metal']",alternative metal
0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01e-06,0.075,0.158,142.352,audio_features,0nLiqZ6A27jJri2VCalIUs,spotify:track:0nLiqZ6A27jJri2VCalIUs,https://api.spotify.com/v1/tracks/0nLiqZ6A27jJri2VCalIUs,https://api.spotify.com/v1/audio-analysis/0nLiqZ6A27jJri2VCalIUs,388267,3,Nothing Else Matters,"['rock', 'thrash metal', 'speed metal', 'old school thrash', 'hard rock', 'metal']",rock
0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,audio_features,0COqiPhxzoWICwFCS4eZcp,spotify:track:0COqiPhxzoWICwFCS4eZcp,https://api.spotify.com/v1/tracks/0COqiPhxzoWICwFCS4eZcp,https://api.spotify.com/v1/audio-analysis/0COqiPhxzoWICwFCS4eZcp,235893,4,Bring Me To Life,"['alternative metal', 'post-grunge']",alternative metal
0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,audio_features,3d9DChrdc6BOeFsbrZ3Is0,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/tracks/3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/audio-analysis/3d9DChrdc6BOeFsbrZ3Is0,264307,4,Under the Bridge,"['funk metal', 'rock', 'alternative rock', 'permanent wave', 'post-grunge', 'funk rock']",funk metal
0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0701,0.74,117.401,audio_features,5C0LFQARavkPpn7JgA4sLk,spotify:track:5C0LFQARavkPpn7JgA4sLk,https://api.spotify.com/v1/tracks/5C0LFQARavkPpn7JgA4sLk,https://api.spotify.com/v1/audio-analysis/5C0LFQARavkPpn7JgA4sLk,253250,4,Every Breath You Take - Remastered 2003,"['dance rock', 'rock', 'mellow gold', 'permanent wave', 'soft rock', 'art rock', 'classic rock', 'new wave', 'album rock']",dance rock
0.327,0.938,0,-3.237,1,0.0645,0.0708,3.79e-06,0.148,0.326,162.937,audio_features,0UvCh63URrLFcPkKt99hHd,spotify:track:0UvCh63URrLFcPkKt99hHd,https://api.spotify.com/v1/tracks/0UvCh63URrLFcPkKt99hHd,https://api.spotify.com/v1/audio-analysis/0UvCh63URrLFcPkKt99hHd,289560,4,Don't Look Back in Anger - Remastered,"['rock', 'modern rock', 'permanent wave', 'britpop', 'madchester']",rock
0.446,0.954,8,-8.069,1,0.0764,0.0232,0.395,0.297,0.332,123.45,audio_features,0bVtevEgtDIeRjCJbK3Lmv,spotify:track:0bVtevEgtDIeRjCJbK3Lmv,https://api.spotify.com/v1/tracks/0bVtevEgtDIeRjCJbK3Lmv,https://api.spotify.com/v1/audio-analysis/0bVtevEgtDIeRjCJbK3Lmv,272027,4,Welcome To The Jungle,"['rock', 'hard rock', 'glam metal']",rock
0.401,0.957,11,-2.841,1,0.045,0.000105,3.97e-06,0.362,0.812,144.446,audio_features,7hjAhjnMzpMT9vU54w0LYF,spotify:track:7hjAhjnMzpMT9vU54w0LYF,https://api.spotify.com/v1/tracks/7hjAhjnMzpMT9vU54w0LYF,https://api.spotify.com/v1/audio-analysis/7hjAhjnMzpMT9vU54w0LYF,248373,4,Dias Atrás,"['brazilian hardcore', 'brazilian emo', 'brazilian rock']",brazilian hardcore
0.468,0.88,11,-6.302,0,0.0505,0.00474,0.00173,0.99,0.395,112.987,audio_features,0y1Cn8jcLCr5fJvvO35zuN,spotify:track:0y1Cn8jcLCr5fJvvO35zuN,https://api.spotify.com/v1/tracks/0y1Cn8jcLCr5fJvvO35zuN,https://api.spotify.com/v1/audio-analysis/0y1Cn8jcLCr5fJvvO35zuN,267933,4,À Sua Maneira (De Música Ligera) - Ao Vivo,"['brazilian punk', 'rock nacional brasileiro', 'mpb', 'rock gaucho', 'brazilian rock']",brazilian punk
0.6,0.752,6,-5.66,0,0.0358,0.191,0.0,0.0846,0.735,135.98,audio_features,7dxK6RSoCWZcb5gobxs1h9,spotify:track:7dxK6RSoCWZcb5gobxs1h9,https://api.spotify.com/v1/tracks/7dxK6RSoCWZcb5gobxs1h9,https://api.spotify.com/v1/audio-analysis/7dxK6RSoCWZcb5gobxs1h9,240133,4,Vamos Fugir,"['mangue bit', 'rock nacional brasileiro', 'mpb', 'latin alternative', 'brazilian rock']",mangue bit
0.6,0.537,0,-7.972,1,0.0273,0.509,0.303,0.101,0.316,78.049,audio_features,0NFVg74sSsdU1gNc9xfpIO,spotify:track:0NFVg74sSsdU1gNc9xfpIO,https://api.spotify.com/v1/tracks/0NFVg74sSsdU1gNc9xfpIO,https://api.spotify.com/v1/audio-analysis/0NFVg74sSsdU1gNc9xfpIO,257333,4,Aonde Quer Que Eu Vá,"['rock nacional brasileiro', 'mpb', 'rock gaucho', 'latin alternative', 'latin rock', 'brazilian rock']",rock nacional brasileiro
0.539,0.742,7,-5.333,1,0.0366,0.154,0.0,0.103,0.556,144.183,audio_features,1sClAsuPNqEaza29NcaJKP,spotify:track:1sClAsuPNqEaza29NcaJKP,https://api.spotify.com/v1/tracks/1sClAsuPNqEaza29NcaJKP,https://api.spotify.com/v1/audio-analysis/1sClAsuPNqEaza29NcaJKP,211360,4,Só Hoje,"['rock nacional brasileiro', 'pagode', 'mpb', 'axe', 'sertanejo universitario', 'sertanejo', 'brazilian rock']",rock nacional brasileiro
0.509,0.846,2,-6.707,1,0.0369,0.033,4.37e-05,0.12,0.753,135.844,audio_features,5t6QgW9guk6MRptJJWgsFY,spotify:track:5t6QgW9guk6MRptJJWgsFY,https://api.spotify.com/v1/tracks/5t6QgW9guk6MRptJJWgsFY,https://api.spotify.com/v1/audio-analysis/5t6QgW9guk6MRptJJWgsFY,273533,4,Vou Deixar,"['mangue bit', 'rock nacional brasileiro', 'mpb', 'latin alternative', 'brazilian rock']",mangue bit
0.637,0.848,11,-5.968,0,0.0398,0.0037,2.59e-05,0.123,0.522,112.993,audio_features,0VuyAK8iEZkQxHfmBV6MMm,spotify:track:0VuyAK8iEZkQxHfmBV6MMm,https://api.spotify.com/v1/tracks/0VuyAK8iEZkQxHfmBV6MMm,https://api.spotify.com/v1/audio-analysis/0VuyAK8iEZkQxHfmBV6MMm,228400,4,Outro lugar,"['brazilian edm', 'mpb', 'rock gaucho', 'brazilian rock', 'rock alternativo brasileiro']",brazilian edm
0.446,0.936,7,-2.574,1,0.0504,0.00098,0.0,0.151,0.637,97.312,audio_features,3QbPw4Aj3JgqG0In3ZPZ4q,spotify:track:3QbPw4Aj3JgqG0In3ZPZ4q,https://api.spotify.com/v1/tracks/3QbPw4Aj3JgqG0In3ZPZ4q,https://api.spotify.com/v1/audio-analysis/3QbPw4Aj3JgqG0In3ZPZ4q,226693,4,Não Sei Viver Sem Ter Você,"['brazilian hardcore', 'brazilian emo', 'brazilian rock']",brazilian hardcore
0.762,0.742,9,-6.778,1,0.0283,0.0879,0.0197,0.1,0.91,104.339,audio_features,7pn5QXr2LTeGsgHyCaJxDo,spotify:track:7pn5QXr2LTeGsgHyCaJxDo,https://api.spotify.com/v1/tracks/7pn5QXr2LTeGsgHyCaJxDo,https://api.spotify.com/v1/audio-analysis/7pn5QXr2LTeGsgHyCaJxDo,208627,4,Meu Erro,"['rock nacional brasileiro', 'mpb', 'rock gaucho', 'latin alternative', 'latin rock', 'brazilian rock']",rock nacional brasileiro
0.568,0.7,6,-5.42,1,0.0258,0.0409,7.11e-06,0.0838,0.571,131.885,audio_features,5HDlh6UhT3AMQs935wE1qr,spotify:track:5HDlh6UhT3AMQs935wE1qr,https://api.spotify.com/v1/tracks/5HDlh6UhT3AMQs935wE1qr,https://api.spotify.com/v1/audio-analysis/5HDlh6UhT3AMQs935wE1qr,265040,4,"Era um Garoto, Que Como Eu, Amava os Beatles e os Rolling Stones","['mpb', 'rock gaucho', 'brazilian rock', 'rock nacional brasileiro']",mpb
0.424,0.713,0,-7.406,1,0.049,0.533,0.0,0.741,0.461,151.281,audio_features,6nq1UXqPzEPPIG54YMSnhn,spotify:track:6nq1UXqPzEPPIG54YMSnhn,https://api.spotify.com/v1/tracks/6nq1UXqPzEPPIG54YMSnhn,https://api.spotify.com/v1/audio-analysis/6nq1UXqPzEPPIG54YMSnhn,257106,4,O Segundo Sol - Ao Vivo,"['mpb', 'brazilian rock', 'nova mpb']",mpb
0.246,0.705,2,-5.517,1,0.0356,0.105,0.0732,0.965,0.106,120.064,audio_features,0iB9TY1WHSvJETZDWDWLmj,spotify:track:0iB9TY1WHSvJETZDWDWLmj,https://api.spotify.com/v1/tracks/0iB9TY1WHSvJETZDWDWLmj,https://api.spotify.com/v1/audio-analysis/0iB9TY1WHSvJETZDWDWLmj,332307,4,Primeiros Erros (Chove) - Ao Vivo,"['brazilian punk', 'rock nacional brasileiro', 'mpb', 'rock gaucho', 'brazilian rock']",brazilian punk
0.714,0.957,11,-3.556,0,0.0367,0.00239,0.0939,0.283,0.968,140.004,audio_features,42rMA2pfIu7J6a80nODfAn,spotify:track:42rMA2pfIu7J6a80nODfAn,https://api.spotify.com/v1/tracks/42rMA2pfIu7J6a80nODfAn,https://api.spotify.com/v1/audio-analysis/42rMA2pfIu7J6a80nODfAn,276653,4,Além do Horizonte,"['rock nacional brasileiro', 'pagode', 'mpb', 'axe', 'sertanejo universitario', 'sertanejo', 'brazilian rock']",rock nacional brasileiro
0.716,0.596,11,-8.503,1,0.0255,0.128,0.00484,0.0966,0.487,113.278,audio_features,3uezVXXzZZUCjqPRC9JA6u,spotify:track:3uezVXXzZZUCjqPRC9JA6u,https://api.spotify.com/v1/tracks/3uezVXXzZZUCjqPRC9JA6u,https://api.spotify.com/v1/audio-analysis/3uezVXXzZZUCjqPRC9JA6u,189533,4,Lanterna Dos Afogados,"['rock nacional brasileiro', 'mpb', 'rock gaucho', 'latin alternative', 'latin rock', 'brazilian rock']",rock nacional brasileiro
0.693,0.761,11,-6.71,0,0.0265,0.0496,3.11e-06,0.0928,0.718,122.002,audio_features,2wtnWkmyE2ivwmDyVfJ8N5,spotify:track:2wtnWkmyE2ivwmDyVfJ8N5,https://api.spotify.com/v1/tracks/2wtnWkmyE2ivwmDyVfJ8N5,https://api.spotify.com/v1/audio-analysis/2wtnWkmyE2ivwmDyVfJ8N5,313107,4,Ainda Gosto Dela,"['mangue bit', 'rock nacional brasileiro', 'mpb', 'latin alternative', 'brazilian rock']",mangue bit
0.578,0.62,2,-5.837,1,0.0249,0.00577,0.0,0.104,0.426,88.114,audio_features,2iUxWUv5TovjBmayOcWohB,spotify:track:2iUxWUv5TovjBmayOcWohB,https://api.spotify.com/v1/tracks/2iUxWUv5TovjBmayOcWohB,https://api.spotify.com/v1/audio-analysis/2iUxWUv5TovjBmayOcWohB,232240,4,Equalize,"['mpb', 'baile pop', 'brazilian rock', 'rock gaucho']",mpb
0.581,0.731,7,-5.189,1,0.0289,0.192,0.0,0.405,0.579,127.582,audio_features,2R0478PhcwKMYLTiJHAuTH,spotify:track:2R0478PhcwKMYLTiJHAuTH,https://api.spotify.com/v1/tracks/2R0478PhcwKMYLTiJHAuTH,https://api.spotify.com/v1/audio-analysis/2R0478PhcwKMYLTiJHAuTH,233533,4,Segredos,"['mpb', 'rock gaucho', 'brazilian rock', 'rock nacional brasileiro']",mpb
0.59,0.524,1,-8.108,1,0.0272,0.254,8.47e-06,0.201,0.503,74.986,audio_features,0YvWYuozljvaJzFMUNAV8F,spotify:track:0YvWYuozljvaJzFMUNAV8F,https://api.spotify.com/v1/tracks/0YvWYuozljvaJzFMUNAV8F,https://api.spotify.com/v1/audio-analysis/0YvWYuozljvaJzFMUNAV8F,243933,4,Resposta,"['mangue bit', 'rock nacional brasileiro', 'mpb', 'latin alternative', 'brazilian rock']",mangue bit
0.655,0.903,7,-3.938,1,0.0306,0.143,1.2e-05,0.0553,0.624,101.93,audio_features,5rhijzoJmc7ZdnEgBS58Wh,spotify:track:5rhijzoJmc7ZdnEgBS58Wh,https://api.spotify.com/v1/tracks/5rhijzoJmc7ZdnEgBS58Wh,https://api.spotify.com/v1/audio-analysis/5rhijzoJmc7ZdnEgBS58Wh,318627,4,Fácil,"['rock nacional brasileiro', 'pagode', 'mpb', 'axe', 'sertanejo universitario', 'sertanejo', 'brazilian rock']",rock nacional brasileiro
0.495,0.586,2,-8.272,1,0.0324,0.409,0.0,0.216,0.563,136.416,audio_features,2Yk0HvfTaijA47aM0Fj88u,spotify:track:2Yk0HvfTaijA47aM0Fj88u,https://api.spotify.com/v1/tracks/2Yk0HvfTaijA47aM0Fj88u,https://api.spotify.com/v1/audio-analysis/2Yk0HvfTaijA47aM0Fj88u,231240,4,Metamorfose Ambulante,"['rock nacional brasileiro', 'mpb', 'rock gaucho', 'brazilian rock', 'brazilian psychedelic']",rock nacional brasileiro
0.564,0.856,7,-4.994,1,0.0363,0.215,0.0,0.337,0.726,120.528,audio_features,0YtD2P3M3d56pv0OkNpsHl,spotify:track:0YtD2P3M3d56pv0OkNpsHl,https://api.spotify.com/v1/tracks/0YtD2P3M3d56pv0OkNpsHl,https://api.spotify.com/v1/audio-analysis/0YtD2P3M3d56pv0OkNpsHl,214627,4,Amor pra recomeçar,"['mpb', 'rock gaucho', 'brazilian rock', 'rock nacional brasileiro']",mpb
0.536,0.511,9,-7.221,0,0.0291,0.327,0.00056,0.844,0.38,123.997,audio_features,6abOIvFKsOkJ10I50XwhZ1,spotify:track:6abOIvFKsOkJ10I50XwhZ1,https://api.spotify.com/v1/tracks/6abOIvFKsOkJ10I50XwhZ1,https://api.spotify.com/v1/audio-analysis/6abOIvFKsOkJ10I50XwhZ1,286877,4,Como Eu Quero - Ao Vivo,"['mpb', 'rock nacional brasileiro', 'brazilian rock']",mpb
0.67,0.822,9,-6.687,0,0.057,0.67,0.00115,0.132,0.833,145.56,audio_features,2GplG03rw0CN2EMLzPJZAl,spotify:track:2GplG03rw0CN2EMLzPJZAl,https://api.spotify.com/v1/tracks/2GplG03rw0CN2EMLzPJZAl,https://api.spotify.com/v1/audio-analysis/2GplG03rw0CN2EMLzPJZAl,196987,4,Já Sei Namorar,"['mpb', 'nova mpb', 'bossa nova']",mpb
0.559,0.751,5,-6.455,1,0.0282,0.118,1.03e-05,0.947,0.656,107.732,audio_features,0Lh8Hr7rPAHicXMTFZsjkZ,spotify:track:0Lh8Hr7rPAHicXMTFZsjkZ,https://api.spotify.com/v1/tracks/0Lh8Hr7rPAHicXMTFZsjkZ,https://api.spotify.com/v1/audio-analysis/0Lh8Hr7rPAHicXMTFZsjkZ,239256,4,O Astronauta de Mármore - Ao Vivo,"['mpb', 'rock gaucho', 'brazilian rock', 'rock nacional brasileiro']",mpb
0.588,0.922,11,-3.259,1,0.0525,0.0597,1.08e-05,0.141,0.549,111.968,audio_features,5fphkEmVP9cTdU0LbuqLQO,spotify:track:5fphkEmVP9cTdU0LbuqLQO,https://api.spotify.com/v1/tracks/5fphkEmVP9cTdU0LbuqLQO,https://api.spotify.com/v1/audio-analysis/5fphkEmVP9cTdU0LbuqLQO,271227,4,Me Adora,"['mpb', 'baile pop', 'brazilian rock', 'rock gaucho']",mpb
0.633,0.881,4,-6.615,1,0.04,0.248,0.0,0.966,0.688,140.161,audio_features,4a95GqfQBhSYFzF23JB2eC,spotify:track:4a95GqfQBhSYFzF23JB2eC,https://api.spotify.com/v1/tracks/4a95GqfQBhSYFzF23JB2eC,https://api.spotify.com/v1/audio-analysis/4a95GqfQBhSYFzF23JB2eC,258587,4,Infinita Highway - Ao Vivo,"['mpb', 'rock gaucho', 'brazilian rock', 'rock nacional brasileiro']",mpb
0.402,0.405,7,-10.719,1,0.0459,0.63,0.0,0.71,0.299,143.143,audio_features,6Zo58fraaPpTUUdYHwH0sf,spotify:track:6Zo58fraaPpTUUdYHwH0sf,https://api.spotify.com/v1/tracks/6Zo58fraaPpTUUdYHwH0sf,https://api.spotify.com/v1/audio-analysis/6Zo58fraaPpTUUdYHwH0sf,143839,4,Por Enquanto - Ao Vivo,"['mpb', 'brazilian rock', 'nova mpb']",mpb
0.808,0.412,2,-10.631,1,0.0267,0.666,4.76e-06,0.122,0.724,108.041,audio_features,1wLqPjSFDIH59nhQ5Th5XT,spotify:track:1wLqPjSFDIH59nhQ5Th5XT,https://api.spotify.com/v1/tracks/1wLqPjSFDIH59nhQ5Th5XT,https://api.spotify.com/v1/audio-analysis/1wLqPjSFDIH59nhQ5Th5XT,239933,4,Garotos II - O Outro Lado,"['mpb', 'rock gaucho', 'brazilian rock', 'nova mpb']",mpb
0.539,0.825,0,-4.021,1,0.0479,0.0105,1.43e-05,0.0693,0.465,125.06,audio_features,349flwjNbqIaE0Mph3jLGD,spotify:track:349flwjNbqIaE0Mph3jLGD,https://api.spotify.com/v1/tracks/349flwjNbqIaE0Mph3jLGD,https://api.spotify.com/v1/audio-analysis/349flwjNbqIaE0Mph3jLGD,233733,4,A mais pedida (Participação especial de Érica Martins),"['rock gaucho', 'brazilian punk', 'brazilian rock', 'rock nacional brasileiro']",rock gaucho
0.674,0.833,9,-5.631,1,0.0363,0.113,8.82e-05,0.0957,0.827,137.905,audio_features,2ma8V5vEOfCuyqZ0V8HAq3,spotify:track:2ma8V5vEOfCuyqZ0V8HAq3,https://api.spotify.com/v1/tracks/2ma8V5vEOfCuyqZ0V8HAq3,https://api.spotify.com/v1/audio-analysis/2ma8V5vEOfCuyqZ0V8HAq3,225760,4,Toda Forma de Amor,"['mpb', 'brazilian rock', 'pop nacional']",mpb
0.622,0.668,4,-6.782,0,0.0295,0.319,1.5e-05,0.727,0.329,116.961,audio_features,1rSFAXwuHm65FdZCRK4lDd,spotify:track:1rSFAXwuHm65FdZCRK4lDd,https://api.spotify.com/v1/tracks/1rSFAXwuHm65FdZCRK4lDd,https://api.spotify.com/v1/audio-analysis/1rSFAXwuHm65FdZCRK4lDd,254813,4,Lágrimas E Chuva - Ao Vivo,"['mpb', 'rock nacional brasileiro', 'brazilian rock']",mpb
0.791,0.836,11,-5.083,1,0.0391,0.161,3.11e-06,0.101,0.975,98.01,audio_features,5m8Vn0z9yF1h9IIUnL1Z4i,spotify:track:5m8Vn0z9yF1h9IIUnL1Z4i,https://api.spotify.com/v1/tracks/5m8Vn0z9yF1h9IIUnL1Z4i,https://api.spotify.com/v1/audio-analysis/5m8Vn0z9yF1h9IIUnL1Z4i,211707,4,Vento Ventania,"['rock nacional brasileiro', 'brazilian ska', 'mpb', 'rock gaucho', 'brazilian rock']",rock nacional brasileiro
