danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,genres,genre
0.877,0.508,2,-12.528,1,0.149,0.509,0.00251,0.107,0.968,151.987,audio_features,6y5s9BzDRNWNVgJFeAjOld,spotify:track:6y5s9BzDRNWNVgJFeAjOld,https://api.spotify.com/v1/tracks/6y5s9BzDRNWNVgJFeAjOld,https://api.spotify.com/v1/audio-analysis/6y5s9BzDRNWNVgJFeAjOld,257787,4,Partido alto,"['mpb', 'pagode', 'axe', 'samba']",mpb
0.674,0.681,9,-9.992,1,0.0501,0.418,1.59e-05,0.238,0.821,111.541,audio_features,7mkvi46DO25BAkcD9OWrpz,spotify:track:7mkvi46DO25BAkcD9OWrpz,https://api.spotify.com/v1/tracks/7mkvi46DO25BAkcD9OWrpz,https://api.spotify.com/v1/audio-analysis/7mkvi46DO25BAkcD9OWrpz,155467,4,Foi Um Rio Que Passou Em Minha Vida,"['velha guarda', 'bossa nova', 'mpb', 'violao', 'samba', 'pagode', 'forro']",velha guarda
0.697,0.47,5,-9.149,0,0.13,0.708,0.0,0.186,0.83,93.46,audio_features,0HzF3G2wniGuvs1dGHlGAm,spotify:track:0HzF3G2wniGuvs1dGHlGAm,https://api.spotify.com/v1/tracks/0HzF3G2wniGuvs1dGHlGAm,https://api.spotify.com/v1/audio-analysis/0HzF3G2wniGuvs1dGHlGAm,158360,4,Alvorada,"['velha guarda', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",velha guarda
0.479,0.741,0,-6.196,1,0.282,0.0585,0.0,0.964,0.647,86.091,audio_features,4IhgFq4UseWi8RNH7OCZmv,spotify:track:4IhgFq4UseWi8RNH7OCZmv,https://api.spotify.com/v1/tracks/4IhgFq4UseWi8RNH7OCZmv,https://api.spotify.com/v1/audio-analysis/4IhgFq4UseWi8RNH7OCZmv,216867,4,O Show Tem Que Continuar - Ao Vivo,"['velha guarda', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",velha guarda
0.502,0.523,7,-8.665,1,0.149,0.499,0.000966,0.101,0.587,110.555,audio_features,06Q1W3dLvNk5Gawy7piDu3,spotify:track:06Q1W3dLvNk5Gawy7piDu3,https://api.spotify.com/v1/tracks/06Q1W3dLvNk5Gawy7piDu3,https://api.spotify.com/v1/audio-analysis/06Q1W3dLvNk5Gawy7piDu3,261733,4,Canto Das Três Raças,"['umbanda', 'velha guarda', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",umbanda
0.605,0.662,10,-6.993,1,0.0924,0.432,0.0,0.116,0.953,93.771,audio_features,0m3hiKjI2QGSKxvG732Ekq,spotify:track:0m3hiKjI2QGSKxvG732Ekq,https://api.spotify.com/v1/tracks/0m3hiKjI2QGSKxvG732Ekq,https://api.spotify.com/v1/audio-analysis/0m3hiKjI2QGSKxvG732Ekq,162360,4,Tiro Ao Álvaro,"['velha guarda', 'bossa nova', 'mpb', 'brazilian jazz', 'samba', 'pagode', 'forro']",velha guarda
0.739,0.775,6,-10.158,0,0.22,0.614,0.0,0.315,0.896,105.123,audio_features,3IGssOQU1XqizfaLUro3iE,spotify:track:3IGssOQU1XqizfaLUro3iE,https://api.spotify.com/v1/tracks/3IGssOQU1XqizfaLUro3iE,https://api.spotify.com/v1/audio-analysis/3IGssOQU1XqizfaLUro3iE,274893,4,Deixa A Vida Me Levar,"['mpb', 'samba', 'pagode']",mpb
0.508,0.572,5,-8.028,1,0.112,0.357,0.0,0.91,0.691,90.437,audio_features,1w4yf45JnLMKpnE8LDK2mU,spotify:track:1w4yf45JnLMKpnE8LDK2mU,https://api.spotify.com/v1/tracks/1w4yf45JnLMKpnE8LDK2mU,https://api.spotify.com/v1/audio-analysis/1w4yf45JnLMKpnE8LDK2mU,153252,4,Acreditar (Ao Vivo),"['velha guarda', 'mpb', 'samba', 'pagode', 'forro']",velha guarda
0.695,0.924,9,-4.178,1,0.0454,0.229,0.0,0.264,0.964,94.827,audio_features,0rImThhPOV8wtgeyltD6no,spotify:track:0rImThhPOV8wtgeyltD6no,https://api.spotify.com/v1/tracks/0rImThhPOV8wtgeyltD6no,https://api.spotify.com/v1/audio-analysis/0rImThhPOV8wtgeyltD6no,232800,4,Malandragem dá um Tempo,"['umbanda', 'brazilian hip hop', 'velha guarda', 'samba', 'pagode']",umbanda
0.66,0.85,2,-6.456,0,0.117,0.54,1.46e-06,0.224,0.912,109.32,audio_features,7zmPKMVz5Tu4HyYPQrlMHa,spotify:track:7zmPKMVz5Tu4HyYPQrlMHa,https://api.spotify.com/v1/tracks/7zmPKMVz5Tu4HyYPQrlMHa,https://api.spotify.com/v1/audio-analysis/7zmPKMVz5Tu4HyYPQrlMHa,146667,4,Do Fundo do Nosso Quintal,"['pagode', 'axe', 'samba', 'samba-enredo']",pagode
0.668,0.48,4,-15.788,1,0.0863,0.33,0.000169,0.0636,0.766,90.919,audio_features,5JSNcb3MwTxkDH4mrYKnHG,spotify:track:5JSNcb3MwTxkDH4mrYKnHG,https://api.spotify.com/v1/tracks/5JSNcb3MwTxkDH4mrYKnHG,https://api.spotify.com/v1/audio-analysis/5JSNcb3MwTxkDH4mrYKnHG,185827,4,Trem Das Onze,"['velha guarda', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",velha guarda
0.69,0.613,7,-11.531,1,0.0332,0.554,0.0,0.0673,0.919,100.937,audio_features,4M2j1X47FwMozJrnJHnYNm,spotify:track:4M2j1X47FwMozJrnJHnYNm,https://api.spotify.com/v1/tracks/4M2j1X47FwMozJrnJHnYNm,https://api.spotify.com/v1/audio-analysis/4M2j1X47FwMozJrnJHnYNm,97200,4,O Sol Nascerá (A Sorrir),"['velha guarda', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",velha guarda
0.729,0.768,7,-9.83,1,0.0557,0.397,0.000925,0.116,0.849,157.884,audio_features,3ePoh7vNGKOTuzjMNOB7I7,spotify:track:3ePoh7vNGKOTuzjMNOB7I7,https://api.spotify.com/v1/tracks/3ePoh7vNGKOTuzjMNOB7I7,https://api.spotify.com/v1/audio-analysis/3ePoh7vNGKOTuzjMNOB7I7,189493,4,Juízo Final,"['choro', 'velha guarda', 'brazilian composition', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",choro
0.672,0.656,6,-11.054,0,0.0938,0.338,0.0,0.09,0.973,99.108,audio_features,6uWFk6dnLkJRTF705Q5V58,spotify:track:6uWFk6dnLkJRTF705Q5V58,https://api.spotify.com/v1/tracks/6uWFk6dnLkJRTF705Q5V58,https://api.spotify.com/v1/audio-analysis/6uWFk6dnLkJRTF705Q5V58,201085,4,Malandro Não Vacila,"['umbanda', 'brazilian hip hop', 'velha guarda', 'samba', 'pagode']",umbanda
0.673,0.712,2,-6.835,1,0.231,0.442,0.0,0.109,0.883,103.3,audio_features,131eE1wdPFIUAzxveZispD,spotify:track:131eE1wdPFIUAzxveZispD,https://api.spotify.com/v1/tracks/131eE1wdPFIUAzxveZispD,https://api.spotify.com/v1/audio-analysis/131eE1wdPFIUAzxveZispD,293613,4,Faixa Amarela,"['mpb', 'samba', 'pagode']",mpb
0.461,0.589,2,-7.578,1,0.315,0.189,0.0,0.132,0.964,75.203,audio_features,0yiDjs2EhuIOGv5nauR7Cb,spotify:track:0yiDjs2EhuIOGv5nauR7Cb,https://api.spotify.com/v1/tracks/0yiDjs2EhuIOGv5nauR7Cb,https://api.spotify.com/v1/audio-analysis/0yiDjs2EhuIOGv5nauR7Cb,194547,3,Sou Mais o Samba,"['choro', 'samba', 'pagode', 'velha guarda']",choro
0.646,0.743,5,-9.654,0,0.198,0.123,0.0,0.085,0.959,111.862,audio_features,2dFg4fTUeImfV5cCe12xAH,spotify:track:2dFg4fTUeImfV5cCe12xAH,https://api.spotify.com/v1/tracks/2dFg4fTUeImfV5cCe12xAH,https://api.spotify.com/v1/audio-analysis/2dFg4fTUeImfV5cCe12xAH,305013,4,"Pout-Pourrit: Papai Vadiou / As Coisas Que Mamãe Me Ensinou / Fundo De Quintal / Olodum, Força Divina","['samba', 'umbanda']",samba
0.532,0.783,11,-9.537,0,0.117,0.438,2.61e-05,0.596,0.749,145.984,audio_features,3v6nNd7zI8EPlHflsy2UtC,spotify:track:3v6nNd7zI8EPlHflsy2UtC,https://api.spotify.com/v1/tracks/3v6nNd7zI8EPlHflsy2UtC,https://api.spotify.com/v1/audio-analysis/3v6nNd7zI8EPlHflsy2UtC,195573,4,Vou Festejar,"['samba', 'pagode', 'samba-enredo']",samba
0.672,0.786,9,-9.381,0,0.256,0.799,0.00432,0.102,0.888,123.648,audio_features,25HD49CToA0SUAdsz2QdtF,spotify:track:25HD49CToA0SUAdsz2QdtF,https://api.spotify.com/v1/tracks/25HD49CToA0SUAdsz2QdtF,https://api.spotify.com/v1/audio-analysis/25HD49CToA0SUAdsz2QdtF,185813,4,Reza forte / Mocoto e meu,['samba'],samba
0.537,0.714,10,-11.21,1,0.0766,0.604,0.0,0.342,0.93,124.325,audio_features,5YStzb8LfVU4qOlPJPmQp8,spotify:track:5YStzb8LfVU4qOlPJPmQp8,https://api.spotify.com/v1/tracks/5YStzb8LfVU4qOlPJPmQp8,https://api.spotify.com/v1/audio-analysis/5YStzb8LfVU4qOlPJPmQp8,178867,4,A Voz Do Morro,['samba'],samba
0.705,0.337,11,-14.457,1,0.343,0.284,3.12e-06,0.0747,0.6,96.556,audio_features,3C8ULtjiUmTtcpE7QJBZ7G,spotify:track:3C8ULtjiUmTtcpE7QJBZ7G,https://api.spotify.com/v1/tracks/3C8ULtjiUmTtcpE7QJBZ7G,https://api.spotify.com/v1/audio-analysis/3C8ULtjiUmTtcpE7QJBZ7G,205200,4,Timoneiro,"['velha guarda', 'bossa nova', 'mpb', 'violao', 'samba', 'pagode', 'forro']",velha guarda
0.635,0.795,5,-7.338,0,0.189,0.393,0.0,0.0822,0.964,104.614,audio_features,7zjQUpmz0SkAwYiGbzL40F,spotify:track:7zjQUpmz0SkAwYiGbzL40F,https://api.spotify.com/v1/tracks/7zjQUpmz0SkAwYiGbzL40F,https://api.spotify.com/v1/audio-analysis/7zjQUpmz0SkAwYiGbzL40F,171293,4,Quando o povo entra na dança,"['velha guarda', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",velha guarda
0.747,0.556,7,-7.743,1,0.0935,0.265,0.0,0.137,0.848,113.717,audio_features,0DLLQHCiMG1HMljBqFU8KF,spotify:track:0DLLQHCiMG1HMljBqFU8KF,https://api.spotify.com/v1/tracks/0DLLQHCiMG1HMljBqFU8KF,https://api.spotify.com/v1/audio-analysis/0DLLQHCiMG1HMljBqFU8KF,144240,4,Chove e Não Molha,"['choro', 'velha guarda', 'brazilian composition', 'bossa nova', 'samba', 'pagode', 'forro']",choro
0.693,0.492,0,-8.269,1,0.198,0.118,0.0,0.112,0.765,109.996,audio_features,3mkd8FiQAr8yxbavwZx6Do,spotify:track:3mkd8FiQAr8yxbavwZx6Do,https://api.spotify.com/v1/tracks/3mkd8FiQAr8yxbavwZx6Do,https://api.spotify.com/v1/audio-analysis/3mkd8FiQAr8yxbavwZx6Do,238573,4,Perdoa,"['choro', 'velha guarda', 'brazilian composition', 'bossa nova', 'mpb', 'violao', 'samba', 'pagode', 'forro']",choro
0.664,0.421,2,-14.375,1,0.112,0.505,1.49e-06,0.205,0.909,80.551,audio_features,4mjadfcA7MkLLXmJ2kp2e2,spotify:track:4mjadfcA7MkLLXmJ2kp2e2,https://api.spotify.com/v1/tracks/4mjadfcA7MkLLXmJ2kp2e2,https://api.spotify.com/v1/audio-analysis/4mjadfcA7MkLLXmJ2kp2e2,153600,4,Amor Proibido,"['velha guarda', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",velha guarda
0.592,0.675,9,-6.268,1,0.0448,0.593,0.0,0.124,0.936,92.391,audio_features,4bZbzlr1NoWOjEUJYHB6ev,spotify:track:4bZbzlr1NoWOjEUJYHB6ev,https://api.spotify.com/v1/tracks/4bZbzlr1NoWOjEUJYHB6ev,https://api.spotify.com/v1/audio-analysis/4bZbzlr1NoWOjEUJYHB6ev,192133,4,Obrigado Meu Samba,['samba'],samba
0.706,0.52,2,-10.748,1,0.147,0.194,0.0,0.127,0.94,85.568,audio_features,1N10tJPyQ70QcMLxhobSbJ,spotify:track:1N10tJPyQ70QcMLxhobSbJ,https://api.spotify.com/v1/tracks/1N10tJPyQ70QcMLxhobSbJ,https://api.spotify.com/v1/audio-analysis/1N10tJPyQ70QcMLxhobSbJ,178613,4,O Mar Serenou,"['umbanda', 'velha guarda', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",umbanda
0.647,0.455,2,-10.999,0,0.0407,0.56,1.2e-05,0.122,0.83,168.235,audio_features,4Zwgxx6ZuJQjE33QHYbO2t,spotify:track:4Zwgxx6ZuJQjE33QHYbO2t,https://api.spotify.com/v1/tracks/4Zwgxx6ZuJQjE33QHYbO2t,https://api.spotify.com/v1/audio-analysis/4Zwgxx6ZuJQjE33QHYbO2t,212947,4,Sinfonia Imortal,"['choro', 'samba', 'pagode', 'velha guarda']",choro
0.585,0.444,8,-8.805,1,0.0426,0.638,4.92e-06,0.122,0.442,148.05,audio_features,62hLOAVwp0V2aFuT7sEQC9,spotify:track:62hLOAVwp0V2aFuT7sEQC9,https://api.spotify.com/v1/tracks/62hLOAVwp0V2aFuT7sEQC9,https://api.spotify.com/v1/audio-analysis/62hLOAVwp0V2aFuT7sEQC9,228720,4,Sonho Meu,"['brazilian rock', 'umbanda', 'mangue bit', 'choro', 'latin afrobeat', 'brazilian hip hop', 'velha guarda', 'brazilian composition', 'bossa nova', 'mpb', 'baile pop', 'axe', 'violao', 'nova mpb', 'samba-enredo', 'samba', 'pagode', 'fado', 'forro']",brazilian rock
0.674,0.419,7,-12.413,0,0.268,0.747,0.0,0.0797,0.87,150.131,audio_features,7fs6csqE3EltCrESv6cn0J,spotify:track:7fs6csqE3EltCrESv6cn0J,https://api.spotify.com/v1/tracks/7fs6csqE3EltCrESv6cn0J,https://api.spotify.com/v1/audio-analysis/7fs6csqE3EltCrESv6cn0J,144760,4,Disritmia,"['umbanda', 'velha guarda', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",umbanda
0.699,0.712,5,-9.886,0,0.163,0.271,0.0,0.0527,0.955,93.11,audio_features,6P71LmKrWTwnGBe4BYK5IG,spotify:track:6P71LmKrWTwnGBe4BYK5IG,https://api.spotify.com/v1/tracks/6P71LmKrWTwnGBe4BYK5IG,https://api.spotify.com/v1/audio-analysis/6P71LmKrWTwnGBe4BYK5IG,190107,4,Olho por Olho,"['velha guarda', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",velha guarda
0.672,0.52,1,-8.176,1,0.0763,0.159,0.0,0.238,0.62,124.492,audio_features,7LnsgTP6qHkgyZTQXrd7Kr,spotify:track:7LnsgTP6qHkgyZTQXrd7Kr,https://api.spotify.com/v1/tracks/7LnsgTP6qHkgyZTQXrd7Kr,https://api.spotify.com/v1/audio-analysis/7LnsgTP6qHkgyZTQXrd7Kr,139973,4,Notícia,"['choro', 'velha guarda', 'brazilian composition', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",choro
0.64,0.586,8,-10.933,1,0.0479,0.0939,0.0,0.226,0.767,142.954,audio_features,00XUAzBDohfNPHityq5E0k,spotify:track:00XUAzBDohfNPHityq5E0k,https://api.spotify.com/v1/tracks/00XUAzBDohfNPHityq5E0k,https://api.spotify.com/v1/audio-analysis/00XUAzBDohfNPHityq5E0k,244800,4,Cheiro de primavera,"['velha guarda', 'brega', 'samba', 'pagode', 'forro']",velha guarda
0.752,0.53,11,-11.889,0,0.186,0.22,0.244,0.105,0.732,99.186,audio_features,5FqLnbRJUL9GrGVdoBp4mj,spotify:track:5FqLnbRJUL9GrGVdoBp4mj,https://api.spotify.com/v1/tracks/5FqLnbRJUL9GrGVdoBp4mj,https://api.spotify.com/v1/audio-analysis/5FqLnbRJUL9GrGVdoBp4mj,143627,4,Um Gago Apaixonado,['samba'],samba
0.732,0.736,4,-7.432,1,0.145,0.219,0.0,0.227,0.966,112.053,audio_features,0hAuDWUZfuhnuyIKyk6ajv,spotify:track:0hAuDWUZfuhnuyIKyk6ajv,https://api.spotify.com/v1/tracks/0hAuDWUZfuhnuyIKyk6ajv,https://api.spotify.com/v1/audio-analysis/0hAuDWUZfuhnuyIKyk6ajv,304733,4,Candongueiro,"['velha guarda', 'samba']",velha guarda
0.758,0.547,2,-8.868,1,0.0477,0.64,0.0,0.271,0.93,90.005,audio_features,4ke6wCVSdY91iMsIayiMKG,spotify:track:4ke6wCVSdY91iMsIayiMKG,https://api.spotify.com/v1/tracks/4ke6wCVSdY91iMsIayiMKG,https://api.spotify.com/v1/audio-analysis/4ke6wCVSdY91iMsIayiMKG,163400,4,Ciúme Doentio,"['choro', 'samba', 'pagode', 'velha guarda']",choro
0.613,0.691,5,-10.901,1,0.191,0.757,7.51e-05,0.129,0.862,120.059,audio_features,0MlLbRZYmBLd2sWKECh6zA,spotify:track:0MlLbRZYmBLd2sWKECh6zA,https://api.spotify.com/v1/tracks/0MlLbRZYmBLd2sWKECh6zA,https://api.spotify.com/v1/audio-analysis/0MlLbRZYmBLd2sWKECh6zA,176573,4,Eu Vou Chegando,"['velha guarda', 'samba']",velha guarda
0.647,0.5,9,-13.989,1,0.0365,0.853,1.2e-05,0.0892,0.962,99.633,audio_features,0yGeFppn70AZrSgNduOP1D,spotify:track:0yGeFppn70AZrSgNduOP1D,https://api.spotify.com/v1/tracks/0yGeFppn70AZrSgNduOP1D,https://api.spotify.com/v1/audio-analysis/0yGeFppn70AZrSgNduOP1D,141387,4,Minha,"['velha guarda', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",velha guarda
0.743,0.404,9,-10.102,0,0.0703,0.381,0.0,0.0782,0.766,139.922,audio_features,1wnTbrv4oZNYAIEg1KXToa,spotify:track:1wnTbrv4oZNYAIEg1KXToa,https://api.spotify.com/v1/tracks/1wnTbrv4oZNYAIEg1KXToa,https://api.spotify.com/v1/audio-analysis/1wnTbrv4oZNYAIEg1KXToa,214253,4,Expressão do Teu Olhar,"['choro', 'samba', 'pagode', 'velha guarda']",choro
0.731,0.762,2,-6.768,1,0.0549,0.807,0.0,0.127,0.926,113.939,audio_features,5SK175I291bHHcroTHUwQn,spotify:track:5SK175I291bHHcroTHUwQn,https://api.spotify.com/v1/tracks/5SK175I291bHHcroTHUwQn,https://api.spotify.com/v1/audio-analysis/5SK175I291bHHcroTHUwQn,192893,4,Argumento,"['velha guarda', 'bossa nova', 'mpb', 'violao', 'samba', 'pagode', 'forro']",velha guarda
0.596,0.501,7,-13.145,0,0.0344,0.649,0.0,0.346,0.957,160.796,audio_features,5rcwVk85FLHsELX96A1AJF,spotify:track:5rcwVk85FLHsELX96A1AJF,https://api.spotify.com/v1/tracks/5rcwVk85FLHsELX96A1AJF,https://api.spotify.com/v1/audio-analysis/5rcwVk85FLHsELX96A1AJF,207787,4,Quando Eu Me Chamar Saudade,"['choro', 'velha guarda', 'brazilian composition', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",choro
0.781,0.657,10,-8.178,0,0.118,0.0844,1.46e-05,0.156,0.365,111.967,audio_features,3X4JN049J3iPAkwkHVPJxD,spotify:track:3X4JN049J3iPAkwkHVPJxD,https://api.spotify.com/v1/tracks/3X4JN049J3iPAkwkHVPJxD,https://api.spotify.com/v1/audio-analysis/3X4JN049J3iPAkwkHVPJxD,185120,4,No Pagode Do Vavá,"['velha guarda', 'bossa nova', 'mpb', 'violao', 'samba', 'pagode', 'forro']",velha guarda
0.655,0.409,4,-10.854,1,0.038,0.393,0.0,0.192,0.792,92.064,audio_features,3oLhRjHQEuYaHDsAVuObQI,spotify:track:3oLhRjHQEuYaHDsAVuObQI,https://api.spotify.com/v1/tracks/3oLhRjHQEuYaHDsAVuObQI,https://api.spotify.com/v1/audio-analysis/3oLhRjHQEuYaHDsAVuObQI,134733,4,Folhas Secas,"['velha guarda', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",velha guarda
0.517,0.646,9,-10.736,1,0.092,0.714,1.94e-06,0.132,0.955,111.744,audio_features,6ItZuqcTniqKVEwENXoDBP,spotify:track:6ItZuqcTniqKVEwENXoDBP,https://api.spotify.com/v1/tracks/6ItZuqcTniqKVEwENXoDBP,https://api.spotify.com/v1/audio-analysis/6ItZuqcTniqKVEwENXoDBP,123760,4,A Voz do Morro,"['choro', 'velha guarda', 'bossa nova', 'samba', 'pagode']",choro
0.548,0.589,2,-13.08,0,0.0865,0.561,0.0,0.29,0.925,86.859,audio_features,2SnJmKJAp8fPJ9WV5eqs6g,spotify:track:2SnJmKJAp8fPJ9WV5eqs6g,https://api.spotify.com/v1/tracks/2SnJmKJAp8fPJ9WV5eqs6g,https://api.spotify.com/v1/audio-analysis/2SnJmKJAp8fPJ9WV5eqs6g,162667,4,A Flor e o Espinho,"['choro', 'velha guarda', 'brazilian composition', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",choro
0.658,0.584,11,-10.512,0,0.168,0.573,1.96e-05,0.728,0.845,81.96,audio_features,77aWqhX9yVfwj2P50AnvKi,spotify:track:77aWqhX9yVfwj2P50AnvKi,https://api.spotify.com/v1/tracks/77aWqhX9yVfwj2P50AnvKi,https://api.spotify.com/v1/audio-analysis/77aWqhX9yVfwj2P50AnvKi,185707,4,Estácio Eu e Você - Ao Vivo,"['velha guarda', 'bossa nova', 'mpb', 'brazilian indie', 'samba', 'pagode', 'forro']",velha guarda
0.716,0.599,2,-14.892,1,0.365,0.502,0.0104,0.103,0.967,91.655,audio_features,5SOKObsm1zwSbEENEhfQYo,spotify:track:5SOKObsm1zwSbEENEhfQYo,https://api.spotify.com/v1/tracks/5SOKObsm1zwSbEENEhfQYo,https://api.spotify.com/v1/audio-analysis/5SOKObsm1zwSbEENEhfQYo,174000,4,Promessa,['samba'],samba
0.673,0.416,7,-11.41,0,0.0385,0.651,0.0,0.124,0.871,85.969,audio_features,7gW3883SbE306v3X4pKTWN,spotify:track:7gW3883SbE306v3X4pKTWN,https://api.spotify.com/v1/tracks/7gW3883SbE306v3X4pKTWN,https://api.spotify.com/v1/audio-analysis/7gW3883SbE306v3X4pKTWN,246733,4,Nas Asas da Canção,"['choro', 'samba', 'pagode', 'velha guarda']",choro
0.624,0.88,9,-7.224,1,0.158,0.0806,4.15e-05,0.079,0.892,124.96,audio_features,2TQUBvaI4k1Z1VnUDWL6AP,spotify:track:2TQUBvaI4k1Z1VnUDWL6AP,https://api.spotify.com/v1/tracks/2TQUBvaI4k1Z1VnUDWL6AP,https://api.spotify.com/v1/audio-analysis/2TQUBvaI4k1Z1VnUDWL6AP,181467,4,Ê Baiana,"['umbanda', 'velha guarda', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",umbanda
0.664,0.45,2,-15.577,1,0.262,0.613,0.0,0.0625,0.95,104.055,audio_features,5G74LW4IB7XUaOzpH0VpEz,spotify:track:5G74LW4IB7XUaOzpH0VpEz,https://api.spotify.com/v1/tracks/5G74LW4IB7XUaOzpH0VpEz,https://api.spotify.com/v1/audio-analysis/5G74LW4IB7XUaOzpH0VpEz,201667,4,O Feijão de Dona Neném,"['mpb', 'samba', 'pagode']",mpb
0.5,0.589,4,-12.404,0,0.323,0.741,0.0,0.19,0.907,88.923,audio_features,4xcbbrTKMnQ4ZrExTMDuvA,spotify:track:4xcbbrTKMnQ4ZrExTMDuvA,https://api.spotify.com/v1/tracks/4xcbbrTKMnQ4ZrExTMDuvA,https://api.spotify.com/v1/audio-analysis/4xcbbrTKMnQ4ZrExTMDuvA,209840,4,Chô Chuá (Cada Macaco No Seu Galho),"['velha guarda', 'samba']",velha guarda
0.803,0.472,7,-13.333,1,0.0616,0.109,0.00218,0.118,0.859,82.073,audio_features,2iHyA0MYVPWRkPXYXEso7V,spotify:track:2iHyA0MYVPWRkPXYXEso7V,https://api.spotify.com/v1/tracks/2iHyA0MYVPWRkPXYXEso7V,https://api.spotify.com/v1/audio-analysis/2iHyA0MYVPWRkPXYXEso7V,192227,4,Na minha veia,"['umbanda', 'velha guarda', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",umbanda
0.631,0.623,0,-8.06,1,0.0528,0.257,1.25e-06,0.831,0.889,117.12,audio_features,3z6zlTycdQ7dSeKZj5mlW0,spotify:track:3z6zlTycdQ7dSeKZj5mlW0,https://api.spotify.com/v1/tracks/3z6zlTycdQ7dSeKZj5mlW0,https://api.spotify.com/v1/audio-analysis/3z6zlTycdQ7dSeKZj5mlW0,241240,4,Eu Agora Sou Feliz - Ao Vivo,"['velha guarda', 'bossa nova', 'mpb', 'brazilian indie', 'samba', 'pagode', 'forro']",velha guarda
0.599,0.85,2,-6.886,1,0.124,0.351,0.0,0.23,0.904,128.926,audio_features,3ZBjDkPFKYiX5L4np1cgYI,spotify:track:3ZBjDkPFKYiX5L4np1cgYI,https://api.spotify.com/v1/tracks/3ZBjDkPFKYiX5L4np1cgYI,https://api.spotify.com/v1/audio-analysis/3ZBjDkPFKYiX5L4np1cgYI,181933,4,Casa Grande E Senzala,['samba'],samba
0.505,0.665,6,-9.246,1,0.0422,0.0181,0.0,0.35,0.86,108.09,audio_features,5kQs7HBl0U2fEAoIDukOfm,spotify:track:5kQs7HBl0U2fEAoIDukOfm,https://api.spotify.com/v1/tracks/5kQs7HBl0U2fEAoIDukOfm,https://api.spotify.com/v1/audio-analysis/5kQs7HBl0U2fEAoIDukOfm,180933,4,Coração Leviano,"['umbanda', 'velha guarda', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",umbanda
0.582,0.633,0,-10.843,0,0.106,0.379,0.0,0.313,0.906,137.384,audio_features,0QSFBx4LlChEpPlzPLChNJ,spotify:track:0QSFBx4LlChEpPlzPLChNJ,https://api.spotify.com/v1/tracks/0QSFBx4LlChEpPlzPLChNJ,https://api.spotify.com/v1/audio-analysis/0QSFBx4LlChEpPlzPLChNJ,174867,4,Coisinha do Pai,"['velha guarda', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",velha guarda
0.713,0.571,0,-11.557,1,0.155,0.329,8.19e-06,0.318,0.92,96.284,audio_features,0AiqtPuX3jjdNTkksVQBwT,spotify:track:0AiqtPuX3jjdNTkksVQBwT,https://api.spotify.com/v1/tracks/0AiqtPuX3jjdNTkksVQBwT,https://api.spotify.com/v1/audio-analysis/0AiqtPuX3jjdNTkksVQBwT,150373,4,Samba do Arnesto,"['velha guarda', 'bossa nova', 'mpb', 'samba', 'pagode', 'forro']",velha guarda
0.634,0.265,5,-16.483,0,0.0639,0.727,3.78e-05,0.0766,0.613,87.788,audio_features,4QwVaenVuc7qokZ9Jc9Spr,spotify:track:4QwVaenVuc7qokZ9Jc9Spr,https://api.spotify.com/v1/tracks/4QwVaenVuc7qokZ9Jc9Spr,https://api.spotify.com/v1/audio-analysis/4QwVaenVuc7qokZ9Jc9Spr,154333,4,Maioria Sem Nenhum,"['choro', 'velha guarda', 'brazilian composition', 'bossa nova', 'mpb', 'violao', 'samba', 'pagode', 'forro']",choro
0.474,0.491,0,-9.896,1,0.0508,0.532,0.0,0.143,0.727,91.745,audio_features,7h2BTRHYhW0rawTiXjxucZ,spotify:track:7h2BTRHYhW0rawTiXjxucZ,https://api.spotify.com/v1/tracks/7h2BTRHYhW0rawTiXjxucZ,https://api.spotify.com/v1/audio-analysis/7h2BTRHYhW0rawTiXjxucZ,256080,4,Patrimônio da Humanidade,"['samba', 'pagode']",samba
